Date,Title,EngTitle,JapEngTitle
2020-10-18 11:10:00,3Q 양호한 삼성SDI…갈수록 커지는 배터리 확장성,3Q good Samsung SDI… Increasing battery expandability,3Q Good Samsung SDI ... Increasingly Larger Battery Expandability
2020-10-16 05:40:00,150도 고온에도 '안전' 삼성SDI 초격차 배터리 분리막,Samsung SDI's super-gap battery separator is'safe' even at high temperatures of 150 degrees,"""Safe"" for high temperatures of 150 degrees Samsung SDI seconds gap battery separation membrane"
2020-10-15 18:27:00,"삼성SDI, 헝가리 공장 증설…생산능력 두배 늘린다",Samsung SDI expands plant in Hungary... Double production capacity,Samsung SDI expands Hungary factory ... Doubles production capacity
2020-10-15 17:20:00,삼성SDI 배터리 승부수…유럽 생산 2배로,Samsung SDI battery wins... Doubled European production,Samsung SDI battery game ... Double production in Europe
2020-10-14 16:12:00,"""전기차 끌고 ESS 밀고""…삼성SDI, 중대형전지사업 탄력","""Drag electric car and push ESS""... Samsung SDI, medium and large battery business","""Electric vehicle collection ESS push"" ... Samsung SDI, elasticity of medium and large battery business"
2020-10-12 16:41:00,"삼성SDI, 27일 기업설명회(IR) 개최",Samsung SDI held a company briefing session (IR) on the 27th,Samsung SDI Holds Investor Relations (IR) on 27th
2020-10-12 08:38:00,"삼성SDI, 테슬라 독주에 불붙은 전기차 경쟁-SK증권","Samsung SDI, Tesla's electric car rivalry sparked a solo run-SK Securities","Samsung SDI, Tesla ignited electric car competition-SK Securities"
2020-10-12 08:06:00,"삼성SDI, 절박한 反테슬라 진영…“전기차 더 늦출 수 없다”-SK","Samsung SDI, desperate anti-Tesla camp... “Electric cars can't be delayed any longer”-SK","Samsung SDI, imminent anti-Tesla camp ... ""Can't lag behind electric cars""-SK"
2020-10-06 08:04:00,"삼성SDI, 중대형 전지 이익 기여 본격화…목표가↑-키움","Samsung SDI, in earnest contributing to the profits of medium and large batteries... Target price↑-raising",Samsung SDI makes full-scale contribution to profits of medium and large batteries ... Goal ↑ --Grow
2020-10-06 07:19:00,"[클릭 e종목] ""삼성SDI, 중대형 전지 수익성 개선 전망…목표가 ...","[Click e-Stock] ""Samsung SDI, Prospects for Improvement in Profitability of Medium and Large Battery...","[Click e Brand] ""Samsung SDI, medium and large battery profitability improvement prospects ... target ..."
2020-09-28 16:00:00,황금알 낳는 코리아 배터리?… LG 이어 삼성SDI도 3분기 흑자전환 ...,"Korea battery that lays golden eggs?... Following LG, Samsung SDI also turned to profit in the third quarter ...",A Korean battery that lays golden eggs? ... LG followed by Samsung SDI returning to profitability in the third quarter ...
2020-09-21 17:46:00,테슬라 선택에 LG화학·삼성SDI·에코프로 울고 웃는다,"LG Chem, Samsung SDI, and Ecoro cry and laugh at Tesla selection","LG Chem, Samsung SDI, EcoPro crying and laughing at Tesla selection"
2020-09-21 15:56:00,"배터리3사, 3분기도 성장 가속화...삼성SDI 흑자전환 전망",Three battery companies accelerate growth in the third quarter...Samsung SDI to turn profit,Three battery companies accelerate growth in the third quarter ... Samsung SDI is expected to return to the black
2020-09-20 18:47:00,"삼성SDI, 나태주 시인 메시지로 임직원 코로나 '마음 방역'","Samsung SDI, poet Na Tae-ju's message, coronavirus'heart defense'","Employee Corona ""Mental Quarantine"" with Samsung SDI, Nateju Poet Message"
2020-09-20 18:29:00,"임직원 '마음 방역' 나선 삼성SDI, 나태주 시인의 위로 메시지 전...",Samsung SDI's ‘Mind Control’ for executives and employees delivers a message of consolation from poet Na Tae-ju,"Employee ""Psychological Quarantine"" Samsung SDI, before a message on the Nateju poet ..."
2020-09-20 15:05:00,"""반복된 일상의 소중함""…나태주 시인 시어로 격려 나눈 삼성SDI","""The preciousness of repeated daily life""... Samsung SDI shared encouragement with poet Na Tae-ju","""Repeated daily importance"" ... Samsung SDI encouraged by Nateju poet language"
2020-09-20 11:36:00,"나태주 시인, 삼성SDI 임직원들에게 코로나 극복 메시지","Poet Tae-joo Na, message to Samsung SDI executives and employees over coronavirus","Nateju poet, message to overcome corona to Samsung SDI employees"
2020-09-20 09:02:00,"나태주 시인, 삼성SDI 임직원 ‘마음의 방역’ 위한 詩語 전해","Poet Na Tae-ju, executives and employees of Samsung SDI deliver 詩語 for ‘Mind Defense’","Nateju poet, Samsung SDI employee Poetry electrolysis for ""heart epidemic prevention"""
2020-09-20 15:41:00,삼성 SDI에 2차전지 공급하는 상신이디피…상승 여력 충분,Sangsin EDP to supply secondary batteries to Samsung SDI... Ample upside,Rechargeable battery supply to Samsung SDI
2020-09-19 12:23:00,"""삼성SDI, 전기차 배터리 수익 가시화…목표주가 55만원""","""Samsung SDI Visualizes EV Battery Profit…Target Price 550,000 Won""","""Samsung SDI, visualization of battery revenue of electric vehicles ... target stock price 550,000 won"""
2020-09-18 12:51:00,"삼성SDI, 첫 임단협 교섭…울산공장 노사 상견례",Samsung SDI's first executive negotiations... Ulsan Plant Labor-Management Consultation Case,Samsung SDI first negotiates wage group talks ... Ulsan factory labor-management greetings
2020-09-18 10:53:00,"[시그널] 삼성SDI, 2차 전지 장비업체 필에너지 50억원 유증 참여","[Signal] Samsung SDI participates in the bequest of 5 billion won in Phil Energy, a secondary battery equipment company",[Signal] Samsung SDI participates in the bequest of rechargeable battery equipment manufacturer Phil Energy 5 billion won
2020-09-18 10:19:00,"필옵틱스, 자회사에 삼성SDI 최초 투자…2차전지 메인 장비사 전환 ...","Phil Optics, the first investment in Samsung SDI's subsidiary... Conversion to main equipment company for secondary battery","Phil Optics, subsidiary Samsung SDI's first investment ... rechargeable battery main equipment company switching ..."
2020-09-18 08:49:00,"삼성SDI, 3Q 코로나19 영향에서 벗어날 것...목표가↑-유진투자증...","Samsung SDI, 3Q Corona 19 to escape from the impact...Goal ↑-Eugene Investment Certificate...",Samsung SDI to escape the influence of 3Q Corona 19 ... Goal ↑ --Increased investment in Eugene ...
2020-09-18 08:31:00,"[Hot-Line] ""삼성SDI, 4분기 전기차 배터리 흑자전환 전망""","[Hot-Line] ""Samsung SDI, electric vehicle battery expected to turn profitable in 4Q""","[Hot-Line] ""Samsung SDI expects electric vehicle batteries to return to profitability in the fourth quarter"""
2020-09-17 18:34:00,"삼성SDI, 노사 상견례…""교섭 본격화""","Samsung SDI, Labor-Management Consultation Case... ""Bargaining in earnest""","Samsung SDI, Labor-Management Greetings ... ""Negotiations in full swing"""
2020-09-17 08:15:00,"삼성SDI, 분기당 1000억 영업익 는다-DB금융투자","Samsung SDI, operating profit of 100 billion won per quarter-DB Financial Investment",Samsung SDI thinks quarterly 100 billion operating profit-DB financial investment
2020-09-14 16:17:00,"""보복성 해고"" 삼성SDI 해고노동자, '노조 와해' 가담자 상대 손배...","Samsung SDI's ""Retaliatory Dismissal"" Workers Dismissed Against Participants of'Union Disruption'...","""Retaliation dismissal"" Samsung SDI dismissal worker, ""labor union dismissal"" companion damages ..."
2020-09-14 08:12:00,"삼성SDI, 3분기 실적 전망 ‘맑음’…목표가↑-대신","Samsung SDI, 3Q earnings outlook'clear'… Target price↑-instead of","Samsung SDI's third quarter earnings outlook ""sunny"" ... goal ↑-instead of"
2020-09-14 07:45:00,"내년 41% ↑…삼성SDI, 전기차 배터리 성장구간-대신證","41% next year ↑… Samsung SDI, electric vehicle battery growth period-Daeshin","Next year 41% ↑ ... Samsung SDI, battery growth section of electric vehicles-instead of"
2020-09-10 17:27:00,"삼성SDI ""국민MC 송해 배우자""","Samsung SDI ""Kookmin MC Song Hae Spouse""","Samsung SDI ""National MC Songhe Spouse"""
2020-09-10 15:03:00,삼성SDI가 `국민MC 송해` 벤치마킹 나선 사연,Story of Samsung SDI benchmarking'Kookmin MC Songhae',Samsung SDI has released the `National MC Songhae` benchmark
2020-09-06 17:12:00,LG화학·삼성SDI 주도 '분리막 시장' 전기차 시장 확대로 10년내 ...,'Separator market' led by LG Chem and Samsung SDI Within 10 years by expanding the electric vehicle market ...,"LG Chem, Samsung SDI Led ""Separation Membrane Market"" Within 10 Years to Expand Electric Vehicle Market ..."
2020-09-04 14:00:00,"""용량·출력 더 뛰어나"" 삼성SDI, NCA 배터리로 차별화","Samsung SDI differentiates with NCA battery, ""greater capacity and output""","""Better than capacity and output"" Differentiated by Samsung SDI and NCA batteries"
2020-09-01 08:45:00,"삼성SDI, 올해 4분기 전기차배터리 흑자 전망...목표가 59만원","Samsung SDI, electric vehicle battery surplus in the fourth quarter of this year...target is 59,000 won","Samsung SDI expects electric vehicle battery surplus in the fourth quarter of this year ... target 590,000 won"
2020-09-01 08:17:00,"[Hot-Line] ""삼성SDI, 중대형 배터리의 이익 기여 본격화 ...","[Hot-Line] ""Samsung SDI, in earnest contributing to the profits of medium and large batteries ...","[Hot-Line] ""Samsung SDI makes full-scale profit contribution of medium and large batteries ..."
2020-09-01 08:12:00,"삼성SDI, 중대형배터리 증익구간 진입 본격화 -유안타증권","Samsung SDI, full-fledged entry into the mid-to-large battery increase section","Samsung SDI, medium and large battery profit increase section full-scale entry --Hit securities"
2020-09-01 07:48:00,"삼성SDI, 중대형 배터리 성장 잠재력 높아-유안타","Samsung SDI, high growth potential for mid- to large-sized batteries-Yuanta",Samsung SDI has high potential for growth of medium and large batteries-a hit
2020-09-01 07:45:00,"[클릭 e종목] 삼성SDI, 중대형배터리 빛 본다…내년 영업익 1兆 ...","[Click e-Event] Samsung SDI, sees the light of medium and large batteries... Next year's operating profits 1 yen",[Click e event] Samsung SDI sees the light of medium and large batteries ... 1 trillion operating income next year ...
2020-09-01 07:24:00,"삼성SDI, `중대형 배터리` 증익 구간 본격 진입-유안타","Samsung SDI, full-fledged entry into the'medium and large-sized battery' boost section","Samsung SDI, `medium and large battery` profit increase section full-scale entry-with hit"
2020-09-01 05:40:00,"한국 배터리 견제? EU, 삼성SDI·LG화학 지원금에 왜 제동 거나","Korean battery check? Why the EU, Samsung SDI·LG Chemical subsidies","Korean battery check? Why brake on EU, Samsung SDI, LG Chem grants"
2020-08-30 10:57:00,[마켓포인트]코스피 주간 외국인 순매수 1위 '삼성SDI',"[Market Point]'Samsung SDI', #1 in foreign net purchases during the week","[Market Point] KOSPI Week 1st place for foreigners net purchase ""Samsung SDI"""
2020-08-27 13:33:00,"삼성SDI, 인도 생산법인→판매법인 전환…""세법변경에 따른 것""","Samsung SDI, India production subsidiary → sales subsidiary conversion... ""According to tax law changes""","Samsung SDI, Indian production corporation → sales corporation conversion ... ""Due to changes in tax law"""
2020-08-25 08:10:00,"코스모신소재, LG화학·삼성SDI 수익 개선 반영 '목표가↑'-미래에셋...",Cosmo Advanced Materials reflects profit improvement of LG Chem and Samsung SDI'target price ↑'-Mirae Asset...,"Cosmo new material, LG Chem, Samsung SDI reflected in profit improvement ""Goal ↑"" --Future assets ..."
2020-08-23 17:32:00,"""50년 이상 버텨낸 비결이 있다""…삼성SDI '장수 中企' 벤치마킹","""There is a secret that has lasted more than 50 years""... Samsung SDI's'longevity' benchmarking","""There is a secret that I have endured for more than 50 years"" ... Samsung SDI ""Longevity SME"" Benchmark"
2020-08-17 17:43:00,'별을 쏘아올리는 거인'…28행 詩로 담아낸 삼성SDI 50년사 화제,'The giant shooting up the stars'... The topic of 50 years of Samsung SDI's history in 28 lines,"""Giants launching stars"" ... Samsung SDI 50-year history topic expressed in 28-line poems"
2020-08-14 09:22:00,"'시총 4위' LG화학, 사흘째 하락세…삼성SDI·SK이노도 3%↓","LG Chem, '4th in market cap', declined for the third day... Samsung SDI and SK Inno also 3%↓","""Market capitalization 4th"" LG Chem, fall on the third day ... Samsung SDI, SK Ino also 3% ↓"
2020-08-13 10:55:00,"TCC스틸, 2차전지 원통형 캔 소재 독점 공급 ""삼성SDI·LG화학 ...","TCC Steel, exclusive supply of secondary battery cylindrical can material ""Samsung SDI·LG Chemical ...","TCC Steel, Rechargeable Battery Cylindrical Can Material Exclusive Supply "", Samsung SDI, LG Chem ..."
2020-08-11 17:53:00,"넉달새 160% 올랐는데...블랙록·국민연금 ""삼성SDI 사자""",It has risen 160% in four months...,"Four Darce increased by 160% ... BlackRock National Pension ""Samsung SDI Lion"""
2020-08-10 05:18:00,"한주간 23% 오른 삼성SDI…""주가 여전히 낮다""","Samsung SDI, up 23% in one week... ""The stock is still low""","Samsung SDI, up 23% a week ... ""Stocks are still low"""
2020-08-09 15:43:00,"거침없는 2차전지株…""삼성SDI·코스모신소재 주목""","Unstoppable rechargeable battery... ""Samsung SDI·Cosmo Advanced Materials Attention""","Unstoppable secondary battery stock ... ""Samsung SDI Cosmo new material attention"""
2020-08-09 15:41:00,현대차·LG화학·삼성SDI·SK이노…성장성 높은 대형株 큰 장 선다,Hyundai Motor Company·LG Chemical·Samsung SDI·SK Inno… A large market with high growth potential,"Hyundai, LG Chem, Samsung SDI, SK Inno ... Standing in the big chapter of high-growth large-cap stocks"
2020-08-07 10:37:00,"[특징주] 에이에프더블류, 2차전지 어닝서프라이즈에 삼성SDI 부품 독...","[Features] AF doubles, Samsung SDI parts dock for secondary battery earnings surprise...","[Tukjinju] Aepdoubles, rechargeable batteries Earning Surprise, Samsung SDI parts poison ..."
2020-08-05 17:05:00,SK이노 20%·삼성SDI 12%·LG화학 4%↑…배터리株 시총 100...,SK Ino 20%·Samsung SDI 12%·LG Chemical 4%↑… Battery capacity 100...,"SK Ino 20%, Samsung SDI 12%, LG Chem 4% ↑ ... Battery market capitalization 100 ..."
2020-08-05 14:15:00,"[특징주]삼성SDI, 외인 매수에 두 자릿수 급등…52주 신고가","[Features] Samsung SDI, double digits surge in foreigner purchases... 52 weeks report price","[Tukjinju] Samsung SDI, double-digit surge in the number of foreigners ... 52 weeks of notification"
2020-08-05 14:02:00,LG화학·삼성SDI 연일 신고가 행진…SK이노도 15% 상승,LG Chem·Samsung SDI reports every day… SK Inno also rose 15%,"LG Chem, Samsung SDI delivery marches every day ... SK Ino also rises 15%"
2020-08-03 05:40:00,"머지 않았다…삼성SDI·SK이노, 약속된 배터리 흑자","Soon... Samsung SDI·SK Ino, Promised Battery Surplus","Not far ... Samsung SDI, SK Ino, Promised Battery Surplus"
2020-08-02 13:32:00,[서경스타즈IR]삼성SDI 성장 시동 '부릉부릉'... 실적·주가 '쑥...,[Seokyung Stars IR] Samsung SDI's growth start'Vureung Vureung'... Performance and stock price'Growth...,"[Saikyo Stars IR] Samsung SDI Growth Start ""Brun Brun"" ... Achievements / Stock Price ""Yomogi ..."
2020-07-31 10:48:00,성장성 증명했다…LG화학·삼성SDI 날아오른 2차전지株,Proof of growth... LG Chem·Samsung SDI Takes Off Secondary Battery,"Proved growth potential. LG Chem, Samsung SDI Rechargeable Battery Stock"
2020-07-30 07:01:00,"[김대성의 종목분석] 삼성SDI, 2분기 순익 어닝 스프라이즈…주가는?","[Kim Dae-sung's stock analysis] Samsung SDI, 2Q net profit earnings spurt… What is the stock price?","[Kim Dae-sung's stock analysis] Samsung SDI, Q2 net income Earning Supreme ... What is the stock price?"
2020-07-29 09:54:00,[마켓인사이트]사업 효율화 작업 나서는 삼성SDI…계열사에 양극재 설비...,[Market Insight] Samsung SDI working on business efficiency Cathode material facilities in affiliates...,"[Market Insight] From the work of improving business efficiency, Samsung SDI ... Company's anode material equipment ..."
2020-07-29 08:37:00,"테슬라, 유럽서 새 배터리 생산..삼성SDI·LG화학도 투자 기대-메리...",Tesla to produce new batteries in Europe.. Samsung SDI and LG Chem are also expected to invest-Mary...,Tesla produces new batteries in Europe. Samsung SDI and LG Chem also expect investment-Merry ...
2020-07-29 08:15:00,"삼성SDI, 2Q 기대이상 실적·고성장 전망에 목표가↑-현대차","Samsung SDI, target price ↑ for 2Q results and high growth prospects-Hyundai Motor Company",Samsung SDI aims for higher performance and higher growth outlook than expected in 2Q ↑ --Hyundai
2020-07-29 07:57:00,"삼성SDI, 유럽 전기차 모멘텀 강화 기대…목표가↑-키움",Samsung SDI expects to strengthen European EV momentum… Target price↑-raising,Samsung SDI expects European electric vehicle momentum to strengthen ... Goal ↑ --Grow
2020-07-29 07:50:00,"삼성SDI, 전기차로 하반기 실적 개선…목표가 50만원 -IBK","Samsung SDI improves 2H earnings with electric vehicles Target price of 500,000 won -IBK","Samsung SDI improves performance in the second half of electric vehicles ... target 500,000 won-IBK"
2020-07-29 00:44:00,[유가증권 기업공시] (28일) 삼성SDI 등,"[Public announcement of securities] (28th) Samsung SDI, etc.","[Corporate Disclosure of Securities] (28th) Samsung SDI, etc."
