Date,Title,EngTitle,JapEngTitle
2020-10-06 07:58:00,"엔씨소프트, 3Q 실적발표 변곡점 될 것…목표가↓-이베스트","NCsoft, 3Q earnings announcement to be an inflection point... Target price↓-Ebest","NC software, 3Q results announcement Inflection point ... Goal ↓ --This best"
2020-10-06 07:56:00,"[클릭 e종목]""엔씨소프트, 건전한 숨고르기형 조정으로 판단""","[Click e-event] ""NCSoft, judged by sound breathtaking adjustment""","[Click e event] ""NC software judges for sound breathing type adjustment"""
2020-09-28 17:25:00,"엔씨소프트, 인재영입 나서…신입 공채","NCsoft, recruiting talent New recruits",NC software welcomes human resources ... New debt
2020-09-28 13:31:00,"엔씨소프트, 신입사원 공채 돌입…내달 14일까지 접수",NCsoft enters public recruitment of new employees... Application by the 14th of next month,"NC software, new employee open recruitment rush ... Accepted until next month 14th"
2020-09-28 12:14:00,"엔씨소프트, 2020년 신입사원 공개채용 실시","NCsoft, open recruitment of new employees in 2020",NC software will openly hire new employees in 2020
2020-09-28 08:31:00,"엔씨소프트, 실적 성장세 내년 초부터 부각…목표가↓-KTB",NCsoft's earnings growth to emerge from the beginning of next year... Target price↓-KTB,"NC software, performance growth emerged from early next year ... Goal ↓-KTB"
2020-09-28 08:25:00,"[클릭 e종목] 주춤하는 엔씨소프트, 내년부터 달린다",[Click e-Event] NCsoft is slow to run from next year,[Click e event] NC software that is sluggish will move from next year
2020-09-28 08:22:00,"엔씨소프트, 리니지2M 국내 매출 하향…목표가↓-KTB","NCsoft, Lineage 2M domestic sales down... Target price↓-KTB","NC software, Lineage 2M domestic sales down ... target ↓-KTB"
2020-09-25 08:57:00,"[업종공략] 게임, 그린뉴딜, 엔씨소프트","[Industry Attack] Game, Green New Deal, NCsoft","[Industry strategy] Games, Green New Deal, NC software"
2020-09-23 17:32:00,"엔씨소프트, 음성합성 기술 ‘VocGAN’ 국제학회 논문 발표",NCsoft Presents a Paper at the International Conference on Voice Synthesis Technology'VocGAN,"NC software, speech synthesis technology ""VocGAN"" International conference paper presentation"
2020-09-23 15:05:00,"엔씨소프트, ‘음성합성 기술’ 국제학회 논문 발표","NCsoft, presented a paper at the International Conference on Speech Synthesis Technology","NC software, ""Speech synthesis technology"" International conference paper presentation"
2020-09-21 16:46:00,"300일 맞은 엔씨소프트의 ‘리니지2M’, 1주년 향해 달린다","NCsoft’s “Lineage 2M” on the 300th, runs towards the 1st anniversary","On the 300th, the NC software ""Lineage 2M"" on the right runs toward the 1st anniversary."
2020-09-13 17:56:00,"""엔씨소프트, 경쟁사 대비 저평가""","""NCSoft, undervalued compared to competitors""","""NC software, low rating compared to competitors"""
2020-09-11 09:54:00,"엔씨소프트, 콘솔 음악게임 ‘퓨저’ 신규 영상 공개",NCsoft unveils new video of console music game'Fuser',"NC software, console music game ""fixed"" new video release"
2020-09-11 08:51:00,"엔씨소프트, 카카오게임즈 상장 계기로 저평가 매력 부각",NCsoft highlights its undervalued charm on the occasion of listing Kakao Games,"NC software, cacao games listed, low evaluation appeal emerged"
2020-09-11 08:35:00,"엔씨소프트, 카카오게임즈·넷마블대비 상당히 저평가","NCsoft, considerably undervalued compared to Kakao Games and Netmarble","NC software, cacao games netmarble ratio significantly underestimated"
2020-09-10 13:58:00,[itM-특징주] 엔씨소프트 4%대 급등,[itM-characteristic stock] NCsoft surged 4%,[ItM-Tukjinju] NC software soars in the 4% range
2020-09-10 08:43:00,"""엔씨소프트, 10월 이후 신작 모멘텀 본격화"" -미래에셋대우","""NCSoft, new work momentum in earnest after October"" -Mirae Asset Daewoo","""NC software, full-scale momentum of new works after October"" --Future asset treatment"
2020-09-09 14:39:00,"엔씨소프트 ‘리니지2M’, 첫번째 ‘월드 공성전’ 13일 개시","NCsoft's'Lineage 2M', the first'World Siege', begins on the 13th","NC software ""Lineage 2M"" starts on the 13th of the first ""World Siege"""
2020-09-07 09:30:00,"엔씨소프트, 실적 개선 모멘텀 ‘풍부’…“게임업종 톱픽”",NCsoft's earnings improvement momentum is “rich”… “Top Pick in Game Industry”,"NC software improves performance Momentum ""Abundance"" ... ""Game industry top pic"""
2020-09-07 08:49:00,"엔씨소프트, 간판 게임 '리니지' 해외영토 넓어진다-IBK",NCsoft's signature game'Lineage' expands overseas territories-IBK,"NC software expands overseas territory of signboard game ""Lineage""-IBK"
2020-09-05 14:02:00,"""엔씨소프트, 이어지는 신작에 해외 모멘텀 강화""","""NCSoft strengthens overseas momentum for new works""","""NC software strengthens overseas momentum with subsequent new works"""
2020-09-03 09:05:00,"[Hot-Line] ""엔씨소프트, 4분기 실적 반등 전망""","[Hot-Line] ""NCSoft, 4Q earnings are expected to rebound""","[Hot-Line] ""NC Soft, Fourth Quarter Performance Rebound Outlook"""
2020-09-01 17:15:00,"코로나19 전사 재택에 엔씨소프트, ‘프로젝트 TL’ 사내 테스트 연기",NCsoft Postpones In-House Test for'Project TL' to Corona 19 Warriors at Home,"Corona 19 Warrior at home NC software, ""Project TL"" Postponement of in-house test"
2020-08-31 13:35:00,"엔씨소프트, 블로그 통해 소통 영역 확대",NCsoft expands communication area through blog,Expansion of communication area through NC software and blogs
2020-08-28 18:05:00,"엔씨소프트, ‘리니지2M’ 더 단단해진다…기란 공성전 30일 개막","NCsoft,'Lineage 2M' becomes stronger... Siege of Giran begins on the 30th","NC software becomes harder than ""Lineage 2M"" ... Giran Siege Battle starts on the 30th"
2020-08-28 11:16:00,‘게임주 부흥기 온다’…또 한번의 점프업 꿈꾸는 엔씨소프트,'Game stock revival is coming'... NCsoft dreams of another jump-up,"""Game Lord Reconstruction Period Comes"" ... Also, one jump-up dream NC software"
2020-08-28 09:50:00,"엔씨소프트, ‘주가 高高’ 기대감",NCsoft's expectations for'high stock price',"NC software, ""high stock price"" expectation"
2020-08-27 09:49:00,[itM-특징주] 엔씨소프트 장중 5%대 급등…7월 이후 최대 상승폭,[itM-characteristic stock] NCsoft surges 5% during intraday… The largest increase since July,[ItM-Tukjinju] NC software soaring in the 5% range ... the largest increase since July
2020-08-24 17:26:00,엔씨소프트 '3중고'에 발목 잡히나…BBIG 중 나홀로 주가 '역주행',Are you stuck with NCsoft's'Three Used'... BBIG's alone stock price'reverse running',"NC software ""3 used"" ankle japuhina ... BBIG one person stock price ""reverse running"""
2020-08-24 16:01:00,"""나도 BBIG인데 왜 안오르지..."" '3중 고민'에 빠진 엔씨소프...","""I'm BBIG too, why don't I come up..."" NCSOF fell into'triple trouble'...","""Why did I go up even though I was BBIG ..."" NC Soft fell into ""Mie's troubles"" ..."
2020-08-23 08:20:00,"[주간HOT종목]엔씨소프트, 조정 들어갔나…""4분기 반등 가능성↑""","[Weekly HOT event] NCsoft, has adjusted? ""Possibility of rebound in the fourth quarter ↑""","[Weekly HOT event] NC software, adjustment Duru Ogatana ... ""Possibility of a rebound in the fourth quarter ↑"""
2020-08-22 08:01:00,[SK증권 주간추천주]하반기 실적 개선주 주목…엔씨소프트·아이티엠반도체...,[SK Securities' weekly recommendation stocks] Attention to earnings improvement in the second half of the year… NCsoft·ITM Semiconductor...,[SK Securities Weekly Jeonju] 2nd Half Performance Improvement State Attention ... NC Soft IT Semiconductor ...
2020-08-21 12:25:00," 엔씨소프트, ‘피버뮤직 2020 쿨 썸머 프로젝트’ 앨범 발매",NCsoft releases'Fever Music 2020 Cool Summer Project' album,"NC software releases ""Fever Music 2020 Cool Summer Project"" album"
2020-08-21 11:33:00,"4분기 ‘리니지2M 파워’ 믿으며…개미군단, 엔씨소프트 쓸어담다",Believe in “Lineage 2M Power” in the fourth quarter… Ant corps sweep over NCsoft,"Believe in ""Lineage 2M Power"" in the 4th quarter ... Ali Corps, NC Soft Cleanup Damda"
2020-08-21 09:36:00,"개미들의 선택, ""삼성전자 다음엔 엔씨소프트""","Ants' Choice, ""Ncsoft Next to Samsung Electronics""","Ant selection, ""Samsung Electronics then NC software"""
2020-08-21 07:58:00,"엔씨소프트, 신작출시·리니지2M 매출 반등 기대-대신",NCsoft launches new works and expects Lineage 2M sales to rebound-Daeshin,"NC software, new release, lineage 2M sales rebound expectation-instead of"
2020-08-21 07:31:00,"[클릭 e종목]""엔씨소프트, 3분기 기간조정 후 4분기 반등 기대""","[Click e-sector] ""NCsoft expects to rebound in 4Q after 3Q period adjustment""","[Click e event] ""NC software expects 4th quarter rebound after adjusting 3rd quarter period"""
2020-08-20 16:26:00,"엔씨소프트, 엔터테인먼트 사업 진출한다…‘클렙’ 설립",NCsoft enters the entertainment business... Established'Klep',"NC software enters the entertainment business ... Established ""Kururep"""
2020-08-20 00:31:00,'리니지M' 7개월 만에 1위 탈환…엔씨소프트 반등하나,'Lineage M'retakes first place in 7 months... NCsoft rebounded,"""Lineage M '7 months to regain 1st place ... NC software rebounds"
2020-08-19 09:24:00,"[특징주]엔씨소프트, 엔터테인먼트 '클렙' 설립 소식에 '상승'",[Features] NCsoft to'rise' on news of the establishment of entertainment'Kleb,"[Tukjinju] NC software ""rises"" in news of the establishment of entertainment ""Kururep"""
2020-08-17 17:06:00,"몰랐다, 엔씨소프트가 AI 강자였다니…게임사 첫 금융 진출","I didn't know, NCsoft was an AI powerhouse... Game company's first financial advance",I didn't know that NC software was a strong AI ... Game's first financial advance
2020-08-15 16:54:00,"엔씨소프트, 2분기는 숨고르기…시장 관심은 4분기로","NCsoft, take a breath in the second quarter... Market interest in the fourth quarter",NC software takes a break in the second quarter ... market interest in the fourth quarter
2020-08-14 21:26:00,조석래 효성 명예회장 266억…김택진 엔씨소프트 사장 133억,"Hyosung Honorary Chairman Cho Seok-rae 26.6 billion... Kim Tae-jin, CEO of NCsoft",Honorary Chairman Chou Socre Hyosung 26.6 billion ... Tatsu Kanazawa NC Soft President 13.3 billion
2020-08-14 11:54:00,"엔씨소프트, ‘BGM팩토리’ 통해 음악 콘텐츠 서비스","NCsoft, music content service through'BGM Factory'","Music content service through NC software, ""BGM Factory"""
2020-08-14 08:55:00,"엔씨소프트, 신작 기대감 유효...목표가↑-신한금융투자","NCsoft, expectation of new work is valid... Target price ↑-Shinhan Investment Corp.","NC software, new work expected effective ... Goal ↑ --Shinhan financial investment"
2020-08-14 08:54:00,엔씨소프트. 신작 지연 우려 해소…목표가↑-신한,NCsoft. Relieving concerns about delays in new work... Target price↑-Shinhan,NC software. Resolving concerns about delays in new works ... Goal ↑ --Shinhan
2020-08-14 08:32:00,"[Hot-Line] ""엔씨소프트, 하반기 신작 출시로 실적 반전""","[Hot-Line] ""NCSoft, earnings reversal with the release of new works in the second half""","[Hot-Line] ""NC software reverses performance with new release in the second half"""
2020-08-14 08:21:00,"엔씨소프트, 2분기 부진에도 하반기 신작 등 성장 기대감-메리츠","NCsoft, expects growth with new titles in 2H despite sluggish 2Q-Meritz",NC software expects growth such as new releases in the second half despite sluggish second quarter --Meritz
2020-08-14 08:21:00,"엔씨소프트, 2분기 부진에도 하반기 신작 등 성장 기대감-메리츠","NCsoft, expects growth with new titles in 2H despite sluggish 2Q-Meritz",NC software expects growth such as new releases in the second half despite sluggish second quarter --Meritz
2020-08-14 08:10:00,"엔씨소프트, 2분기 부진했지만 하반기 개선 기대... 목표가↑","NCsoft was sluggish in 2Q, but expects improvement in 2H... Target price↑","NC software was sluggish in the second quarter, but expects improvement in the second half ... Target ↑"
2020-08-13 18:30:00,"[컨콜 종합] 엔씨소프트, 숨돌린 2분기…하반기 질주 ‘예고’","[Concall Synthesis] NCsoft, Breathtaking Q2… 'Preliminary' running in the second half","[Comprehensive Concor] NC Soft, Breathable Circle Second Quarter ... Second Half Sprint ""Notice"""
2020-08-13 15:59:00,'리니지형제의 힘' 엔씨소프트 2분기 실적도 훈풍‥올해 '2조클럽' ...,'The Power of Lineage Brothers' NCsoft's 2nd Quarter Performance is also warm...,"""The Power of the Lineage Brothers"" NC Soft's second quarter performance is also a tailwind ... This year's ""2 trillion clubs"" ..."
2020-08-13 10:13:00,"[엔씨소프트 컨콜] “리니지2M, 4분기 반등 모색…공성전·1주년 업...","[NCSoft Concall] “Lineage 2M seeks a rebound in the fourth quarter… Siege war, 1st anniversary","[NC Soft Concor] ""Lineage 2M seeks a rally in the fourth quarter ... siege, 1st anniversary up ..."
2020-08-13 10:16:00,“‘바람의나라’ 등 경쟁작 출시 영향 미미”-엔씨소프트 컨콜,“Influence of the release of competitors such as “The Kingdom of the Wind” is minimal”-NCsoft Concall,"""Impact of competitive release such as"" Kaze no Kuni ""Mimi"" --NC Soft Concor"
2020-08-13 10:15:00,"[엔씨소프트 컨콜] “프로젝트TL, 수주내 대규모 사내 테스트…내년 출...","[NCSoft Concall] “Project TL, a large-scale in-house test within a few weeks… Running next year...","[NC Soft Concor] ""Project TL, Order My Large-scale In-house Test ... Coming Next Year ..."
2020-08-13 10:01:00,“‘프로젝트 TL’ 사내 테스트 곧 진행…내년 출시 확신”-엔씨소프트...,“'Project TL' in-house test soon… Convinced that it will be released next year”-NCsoft...,"""Project TL"" In-house test is in progress ... I'm sure it will be released next year ""--NC software ..."
2020-08-13 10:15:00,"[엔씨소프트 컨콜] “프로젝트TL, 수주내 대규모 사내 테스트…내년 출...","[NCSoft Concall] “Project TL, a large-scale in-house test within a few weeks… Running next year...","[NC Soft Concor] ""Project TL, Order My Large-scale In-house Test ... Coming Next Year ..."
2020-08-13 08:28:00,엔씨소프트 수해복구 성금 10억원 기부,NCsoft donated 1 billion won for flood recovery,NC Soft Flood Recovery Donation 1 billion won
2020-08-13 10:14:00,"[엔씨소프트 컨콜] “리니지2M, 해외는 대만 우선…내년 상반기 추가 ...","[NCSOFT CONCALL] “Lineage 2M, overseas, Taiwan first… Add in the first half of next year ...","[NC Soft Concor] ""Lineage 2M, Taiwan first overseas ... Added in the first half of next year ..."
2020-08-13 09:45:00,“‘리니지2M’ 해외 출시는 대만 지역만 확정”-엔씨소프트 컨콜,"""Lineage 2M"" overseas release is confirmed only in Taiwan""-NCsoft Concall",""""" Lineage 2M ""overseas release confirmed only in Taiwan area"" --NC Soft Concor"
2020-08-13 10:13:00,"[엔씨소프트 컨콜] “리니지M 매출, 3Q 반등…지속 업데이트”",[NCSoft Concall] “Lineage M sales rebound in 3Q… Continuous Update”,"[NC Soft Concor] ""Lineage M Sales, 3Q Rebound ... Continuous Update"""
2020-08-13 09:25:00,"“‘리니지M’, 2분기보다 3분기 매출 더 상승할 것”-엔씨소프트 컨...","“Lineage M, sales in the third quarter will increase more than in the second quarter”-NCsoft Consumer...",""""" Lineage M ""will be higher than sales in the third quarter from the second quarter"" --NC Softcon ..."
2020-08-13 10:12:00,[엔씨소프트 컨콜] “블소2 연내 출시 예정 그대로…2030 타깃”,[NCSoft Concall] “Bulso 2 as expected to be released within this year… 2030 target”,"[NC Soft Concor] ""Pulso will be released within 2 years ... 2030 target"""
2020-08-13 10:04:00,"‘리니지 형제’의 힘…엔씨소프트, 2분기도 호실적 이어가(종합)",The power of the “Lineage Brothers”… NCsoft's 2nd Quarter Continues Good Performance (Total),"The power of the ""Lineage Brothers"" ... NC software continues to perform well in the second quarter (general)"
2020-08-13 10:03:00,"사라진 신작효과…엔씨소프트, 2분기 영업익 2090억 '선방' [종합...","The new effect that disappeared... NCsoft,'saved' 2Q operating profit of 209 billion [Total...","The disappeared new effect ... NC software, second quarter operating income 209 billion ""save"" [overall ..."
2020-08-13 09:44:00,리니지형제의 힘‥엔씨소프트 2분기 영업익 전년比 61%↑,The power of the Lineage brothers ‥ NCsoft 2Q operating profit 61% ↑,The power of the Lineage brothers: NC Soft's second-quarter operating income was 61% year-on-year ↑
2020-08-13 10:03:00,"사라진 신작효과…엔씨소프트, 2분기 영업익 2090억 '선방' [종합...","The new effect that disappeared... NCsoft,'saved' 2Q operating profit of 209 billion [Total...","The disappeared new effect ... NC software, second quarter operating income 209 billion ""save"" [overall ..."
2020-08-13 09:02:00,"엔씨소프트, 2Q 영업익 2090억…전년比 61%↑","NCsoft, 2Q operating profit of 209 billion... 61% year-on-year↑","NC software, 2Q operating income 209 billion ... 61% year-on-year ↑"
2020-08-13 08:44:00,"[속보] 엔씨소프트, 2분기 영업익 2090억···전년비 61%↑","[Breaking News] NCsoft, 2Q operating profit of 209 billion… 61% ↑","[Breaking news] NC software, second quarter operating income 209 billion ... 61% year-on-year ↑"
2020-08-13 08:19:00,"[속보]엔씨소프트, 2분기 영업익 2,090억···전년比 61% ↑","[Breaking News] NCsoft, 2Q operating profit of 290 billion… 61% ↑","[Breaking news] NC software, operating income for the second quarter 209 billion ... 61% year-on-year ↑"
2020-08-13 08:22:00,"엔씨소프트, 2분기 영업익 2090억원…전년比 61% 증가","NCsoft, 2Q operating profit of 209 billion won... 61% increase over the previous year","NC Soft, Q2 operating profit 209 billion won ... 61% year-on-year increase"
2020-08-13 08:12:00,"엔씨소프트, 집중호우 피해 복구 성금 10억원 기부",NCsoft donates 1 billion won to recover from torrential rain,NC software donates 1 billion won to recover from torrential rain
2020-08-10 08:46:00,"13일 실적발표 엔씨소프트, 관전 포인트는?","Performance announcement on the 13th NCsoft, what are the points of watching?","Results announcement on the 13th NC software, what are the points to watch?"
2020-08-05 14:40:00,엔씨소프트 ‘리니지2M’ 첫 공성전 16일 예고,NCsoft's'Lineage 2M' first siege warfare announced on the 16th,"NC software ""Lineage 2M"" first siege 16th notice"
2020-08-05 14:10:00,"엔씨소프트 ‘리니지2M’, 첫번째 공성전 16일 디온성에서 열린다","NCsoft's'Lineage 2M', the first siege, will be held at Dionseong on the 16th","NC software ""Lineage 2M"" will be held at Dion Castle on the 16th of the first siege"
2020-08-02 17:12:00,모바일의 힘…엔씨소프트 올 영업익 1조 도전,The power of mobile… NCsoft Challenge 1 trillion in all operating profit,The power of mobile ... NC software 1 trillion challenges in operating income this year
2020-08-02 15:41:00,하반기 실적 더 좋다…삼성전자·네이버·엔씨소프트 '찜',"Second half performance is better… Samsung Electronics, Naver, NCsoft'Jjim'","Better than the results in the second half ... Samsung Electronics / Naver / NC software ""Steaming"""
2020-07-29 17:04:00,"엔씨소프트, 고용노동부 ‘2020 대한민국 일자리 으뜸기업’ 선정","NCsoft, Selected as “The Best Job Company in Korea in 2020” by the Ministry of Employment and Labor","NC Software, Ministry of Employment and Labor Selected as ""2020 Korea's No. 1 Employment Company"""
2020-07-28 08:28:00,"""엔씨소프트, 하반기 신작 주목""... 미래에셋대우","""NCSoft pays attention to new works in the second half""... Mirae Asset Daewoo","""NC software, new work attention in the second half"" ... Future asset treatment"
