,Date,EngTitle,posneg,neg,pos,neu,compound,vader_pred,New_date(str),New_Date(dt)
12,2020-10-27 10:07:00,Celltrion Announces Phase 3 Clinical Results of Remsima SC at Asia Pacific Rheumatology Society,0,0.0,0.0,1.0,0.0,0,2020-10-27,2020-10-27 00:00:00
13,2020-10-27 09:21:00,Celltrion Announces Phase 3 Clinical Results of Remsima SC at Asia Pacific Rheumatology Society,0,0.0,0.0,1.0,0.0,0,2020-10-27,2020-10-27 00:00:00
14,2020-10-27 08:30:00,"[Hot-Line] ""Celltrion, taking into account its fundamentals, is now an opportunity to buy at a low price...",0,0.111,0.14800000000000002,0.741,0.1779,1,2020-10-27,2020-10-27 00:00:00
15,2020-10-27 08:10:00,Celltrion will meet 3Q earnings consensus… Opportunity to Buy at Low Price-SK,0,0.141,0.188,0.6709999999999999,0.1779,1,2020-10-27,2020-10-27 00:00:00
16,2020-10-26 19:40:00,"Jeong-jin Seo, Chairman of Celltrion ""Chairman Kun-hee Lee, the second world-class company made by Samsung ...",0,0.0,0.0,1.0,0.0,0,2020-10-27,2020-10-27 00:00:00
17,2020-10-26 17:47:00,Celltrion Corona Diagnosis Kit obtained FDA emergency approval,0,0.222,0.265,0.513,0.128,1,2020-10-27,2020-10-27 00:00:00
18,2020-10-26 14:01:00,"Celltrion, US FDA emergency use of Corona 19 rapid diagnosis antigen kit'Sampinet'...",0,0.191,0.0,0.809,-0.3818,-1,2020-10-26,2020-10-26 00:00:00
19,2020-10-26 10:59:00,"[Features] Celltrion, strong in approval of US FDA emergency use of Corona 19 diagnostic kit",1,0.124,0.305,0.5710000000000001,0.5859,1,2020-10-26,2020-10-26 00:00:00
20,2020-10-26 10:23:00,"[Features] Celltrion,'Strengthened' in US Emergency Use Approval of Corona 19 Antigen Diagnosis Kit",1,0.156,0.18600000000000003,0.659,0.128,1,2020-10-26,2020-10-26 00:00:00
21,2020-10-26 10:10:00,Celltrion acquired FDA approval for emergency use of Corona 19 diagnostic kit,0,0.166,0.19699999999999998,0.637,0.128,1,2020-10-26,2020-10-26 00:00:00
22,2020-10-26 10:30:00,"Celltrion, US FDA approves emergency use of'Sampinet', a Corona 19 rapid diagnosis kit...",0,0.17,0.17600000000000002,0.654,0.0258,0,2020-10-26,2020-10-26 00:00:00
23,2020-10-26 10:23:00,Celltrion Approves U.S. Emergency Use of Corona 19 Antigen Kit'Sampinet',0,0.195,0.203,0.602,0.0258,0,2020-10-26,2020-10-26 00:00:00
24,2020-10-26 10:09:00,Celltrion acquires US FDA emergency approval for corona antigen kit'Sampinet',0,0.19,0.226,0.584,0.128,1,2020-10-26,2020-10-26 00:00:00
25,2020-10-26 10:04:00,"Celltrion, US FDA emergency use of'Sampinet', a rapid diagnosis of Corona 19",0,0.20600000000000002,0.0,0.794,-0.3818,-1,2020-10-26,2020-10-26 00:00:00
26,2020-10-23 11:01:00,Celltrion that slides on the outside of big hands,0,0.0,0.0,1.0,0.0,0,2020-10-23,2020-10-23 00:00:00
27,2020-10-21 17:24:00,"Celltrion, which has poured out personal sales, is caught in the'transfer tax of 300 million major shareholders'",-1,0.0,0.0,1.0,0.0,0,2020-10-22,2020-10-22 00:00:00
28,2020-10-21 09:12:00,"Woo-Sung Ki, CEO of Celltrion, CEO of 500 Top Companies",0,0.0,0.16699999999999998,0.833,0.2023,1,2020-10-21,2020-10-21 00:00:00
29,2020-10-21 08:40:00,"Celltrion, expectations for performance growth and drug development… Maintain target price-Shinyoung",0,0.0,0.20600000000000002,0.794,0.3818,1,2020-10-21,2020-10-21 00:00:00
30,2020-10-21 08:29:00,"Celltrion, 2Q and 3Q are also good-Shinyoung",1,0.0,0.0,1.0,0.0,0,2020-10-21,2020-10-21 00:00:00
31,2020-10-20 08:29:00,"[Hot-Line] ""Celltrion, high proportion of Remsima IV with low unit price in 3Q...",0,0.149,0.0,0.851,-0.2732,-1,2020-10-20,2020-10-20 00:00:00
32,2020-10-20 08:28:00,Celltrion to increase volatility with the announcement of corona treatment,0,0.0,0.204,0.7959999999999999,0.3182,1,2020-10-20,2020-10-20 00:00:00
33,2020-10-20 07:45:00,[Click e-Stock] Celltrion 3Q operating profit of 178.2 billion... 73% ↑ compared to the previous year...,-1,0.0,0.172,0.828,0.4404,1,2020-10-20,2020-10-20 00:00:00
34,2020-10-20 07:28:00,Celltrion's 3Q operating consensus forecast to fall… Target price↓-raising,0,0.0,0.0,1.0,0.0,0,2020-10-20,2020-10-20 00:00:00
35,2020-10-19 08:55:00,"Celltrion continued solid earnings, sufficient grounds for share price rise",0,0.0,0.322,0.6779999999999999,0.4215,1,2020-10-19,2020-10-19 00:00:00
36,2020-10-19 08:32:00,"Celltrion, solid growth.. Sufficient grounds for stock price rise-Shinhan",0,0.0,0.16699999999999998,0.833,0.1531,1,2020-10-19,2020-10-19 00:00:00
37,2020-10-18 15:55:00,"Visiting Celltrion Nak-Yeon Lee ""The world's first corona-clean country possible""",0,0.0,0.0,1.0,0.0,0,2020-10-18,2020-10-18 00:00:00
38,2020-10-18 09:58:00,Nak-yeon Lee's'corona vaccine' move Celltrion Songdo factory visit today,0,0.0,0.0,1.0,0.0,0,2020-10-18,2020-10-18 00:00:00
39,2020-10-15 08:35:00,"[Hot-Line] ""Celltrion's 3Q earnings will continue""",0,0.0,0.0,1.0,0.0,0,2020-10-15,2020-10-15 00:00:00
40,2020-10-15 07:46:00,"Celltrion, steady production capacity expansion... High growth in 3Q-One",0,0.0,0.245,0.755,0.3818,1,2020-10-15,2020-10-15 00:00:00
41,2020-10-15 06:46:00,[Corporate tax analysis for the first half of 2020] Cell...,0,0.0,0.0,1.0,0.0,0,2020-10-15,2020-10-15 00:00:00
42,2020-10-14 16:17:00,"Gil Hospital-Celltrion, data-artificial intelligence-based disease management service agreement",0,0.0,0.314,0.6859999999999999,0.4939,1,2020-10-15,2020-10-15 00:00:00
43,2020-10-13 10:57:00,Celltrion Herzuma to supply Brazilian public market for one year,0,0.0,0.0,1.0,0.0,0,2020-10-13,2020-10-13 00:00:00
44,2020-10-13 09:24:00,Celltrion expands its reach to Latin America,0,0.0,0.33299999999999996,0.667,0.128,1,2020-10-13,2020-10-13 00:00:00
45,2020-10-13 05:30:00,Will Celltrion Antibody Treatment Prevent Infection? 'Vaccine effect' begins phase 3 clinical trial,0,0.0,0.091,0.909,0.0258,0,2020-10-13,2020-10-13 00:00:00
46,2020-10-12 17:30:00,Celltrion corona antibody treatment prevention clinical trial begins,0,0.0,0.0,1.0,0.0,0,2020-10-13,2020-10-13 00:00:00
47,2020-10-12 09:43:00,"Celltrion, antibody treatment vaccine combined development...Preventive clinical phase 3 progress",1,0.0,0.259,0.741,0.4215,1,2020-10-12,2020-10-12 00:00:00
48,2020-10-12 09:18:00,Celltrion launches clinical trial for prevention of COVID-19 antibody treatment,0,0.0,0.0,1.0,0.0,0,2020-10-12,2020-10-12 00:00:00
49,2020-10-12 17:14:00,[EDaily N] Celltrion begins clinical trials confirming the preventive effect of Corona 19 antibody treatment...,0,0.0,0.0,1.0,0.0,0,2020-10-13,2020-10-13 00:00:00
50,2020-10-12 10:20:00,"Celltrion COVID-19 antibody treatment, prevention clinical trial started",0,0.0,0.0,1.0,0.0,0,2020-10-12,2020-10-12 00:00:00
51,2020-10-12 10:04:00,Celltrion launches clinical trial for prevention of COVID-19 antibody treatment,0,0.0,0.0,1.0,0.0,0,2020-10-12,2020-10-12 00:00:00
52,2020-10-12 09:57:00,Celltrion begins clinical trials for corona19 antibody treatment'asymptomatic confirmed patients',0,0.0,0.0,1.0,0.0,0,2020-10-12,2020-10-12 00:00:00
53,2020-10-12 09:32:00,Celltrion initiates phase 3 clinical trial for the prevention of COVID-19 antibody treatment,0,0.0,0.0,1.0,0.0,0,2020-10-12,2020-10-12 00:00:00
54,2020-10-12 09:40:00,"Celltrion, COVID-19 antibody treatment'CT-P59' prevention clinical trial started",0,0.0,0.0,1.0,0.0,0,2020-10-12,2020-10-12 00:00:00
55,2020-10-08 17:56:00,Celltrion Xolair Biosimilar Global Clinical Phase 3 Start,0,0.0,0.0,1.0,0.0,0,2020-10-9,2020-10-09 00:00:00
56,2020-10-08 09:38:00,"Celltrion, Xolair Biosimilar Global Clinical Phase 3",0,0.0,0.0,1.0,0.0,0,2020-10-8,2020-10-08 00:00:00
57,2020-10-08 09:31:00,"Celltrion, Xolair biosimilar'CT-P39' in full-fledged global clinical phase 3...",0,0.0,0.0,1.0,0.0,0,2020-10-8,2020-10-08 00:00:00
58,2020-10-08 09:16:00,"Celltrion'CT-P39' approved for phase 3 clinical trials in Korea, conducted in 7 countries",0,0.0,0.21899999999999997,0.7809999999999999,0.4215,1,2020-10-8,2020-10-08 00:00:00
59,2020-10-08 09:14:00,"Celltrion ""Full-fledged clinical trial phase 3 of Xolair biosimilar for asthma and urticaria""",0,0.0,0.0,1.0,0.0,0,2020-10-8,2020-10-08 00:00:00
60,2020-10-08 09:08:00,"Celltrion, Xolair biosimilar'CT-P39' in full-fledged global clinical phase 3...",0,0.0,0.0,1.0,0.0,0,2020-10-8,2020-10-08 00:00:00
61,2020-10-08 14:21:00,"[EDaily N] Celltrion, asthma and hives biosimilar global clinical phase 3, etc.",0,0.0,0.0,1.0,0.0,0,2020-10-8,2020-10-08 00:00:00
62,2020-10-08 11:41:00,From Celltrion to Nanox... Short selling controversy shakes the stock market,0,0.0,0.0,1.0,0.0,0,2020-10-8,2020-10-08 00:00:00
63,2020-10-08 10:27:00,[Selling a “double-edged sword” short] From Celltrion to Nanox... Short selling that shakes the market,0,0.0,0.0,1.0,0.0,0,2020-10-8,2020-10-08 00:00:00
64,2020-10-08 09:30:00,Celltrion enters phase 3 clinical trial of'Xolair' biosimilar,0,0.0,0.0,1.0,0.0,0,2020-10-8,2020-10-08 00:00:00
65,2020-10-08 09:21:00,Celltrion Approves Phase 3 Clinical Plan for Asthma Treatment Biosimilar,0,0.0,0.252,0.748,0.4019,1,2020-10-8,2020-10-08 00:00:00
66,2020-10-07 11:01:00,"Celltrion Chairman Seo Jeong-jin, Director General Ahn Sunda... Excluding witness",0,0.0,0.0,1.0,0.0,0,2020-10-7,2020-10-07 00:00:00
67,2020-10-06 17:42:00,"Seo Jeong-jin ""Leave Celltrion and start a venture as a venture""",0,0.13,0.0,0.87,-0.0516,0,2020-10-7,2020-10-07 00:00:00
68,2020-10-06 15:40:00,"Ministry of Food and Drug Safety ""Confirmed the effect of Celltrion antibody treatment on COVID-19 strain""",-1,0.067,0.156,0.778,0.3818,1,2020-10-6,2020-10-06 00:00:00
69,2020-10-06 15:17:00,Celltrion treatment'corona mutation' also effective,0,0.0,0.43700000000000006,0.563,0.4767,1,2020-10-6,2020-10-06 00:00:00
70,2020-10-06 12:05:00,"Celltrion, Seo Jeong-jin's retirement remarks, the stock price is'strong'",1,0.0,0.0,1.0,0.0,0,2020-10-6,2020-10-06 00:00:00
71,2020-10-06 11:43:00,Domestic stock market'big hand' foreign investor...Selling Celltrion and putting it into Samsung Electronics,0,0.0,0.21100000000000002,0.789,0.4939,1,2020-10-6,2020-10-06 00:00:00
72,2020-10-06 10:00:00,Foreigners sold'Celltrion' in the third quarter and put'Samsung Electronics',0,0.0,0.0,1.0,0.0,0,2020-10-6,2020-10-06 00:00:00
73,2020-10-06 11:02:00,The ranking of domestic stock-rich people turned into corona... Celltrion and Kakao Chairman Suddenly Rise,-1,0.0,0.0,1.0,0.0,0,2020-10-6,2020-10-06 00:00:00
74,2020-10-05 14:22:00,[Stock Story in Greater China] The Potential of'Chinese Version Celltrion' Henrius,1,0.0,0.2,0.8,0.3612,1,2020-10-5,2020-10-05 00:00:00
75,2020-10-04 17:56:00,Celltrion·Pulmuone… 'Super株' that has never been broken this year,-1,0.0,0.242,0.758,0.3724,1,2020-10-5,2020-10-05 00:00:00
76,2020-09-29 16:58:00,"'Second Celltrion'...Pollus Biopharm, the currency crisis",-1,0.451,0.0,0.5489999999999999,-0.6249,-1,2020-9-30,2020-09-30 00:00:00
77,2020-09-29 04:49:00,"'Merger', Celltrion's 3 brothers added, 3rd place in market cap... ""Synergy Expectation""",0,0.0,0.0,1.0,0.0,0,2020-9-29,2020-09-29 00:00:00
78,2020-09-28 17:44:00,"[Securities Market Disclosure] Korea Petrochemical / Celltrion / Air Busan, etc.",0,0.0,0.0,1.0,0.0,0,2020-9-29,2020-09-29 00:00:00
79,2020-09-28 17:40:00,"Heebi, the ""three brothers who merged""... Celltrion ㅠㅠ, Celltrion Pharmaceuticals ^^",-1,0.0,0.0,1.0,0.0,0,2020-9-29,2020-09-29 00:00:00
80,2020-09-28 16:09:00,Celltrion Pharmaceutical is the biggest beneficiary of the merger of the three Celltrion companies?,-1,0.0,0.193,0.807,0.4767,1,2020-9-29,2020-09-29 00:00:00
81,2020-09-28 12:58:00,The birth of '52 trillion times' dinosaur... Will the three Celltrion brothers rise?,-1,0.0,0.0,1.0,0.0,0,2020-9-28,2020-09-28 00:00:00
82,2020-09-28 09:32:00,[Features] Celltrion's Three Musketeers Strengthen in 3 Companies Merger Plan,1,0.0,0.223,0.777,0.3182,1,2020-9-28,2020-09-28 00:00:00
83,2020-09-28 09:20:00,[Features] Celltrion's three companies are strong on the news of the merger,1,0.0,0.231,0.769,0.5106,1,2020-9-28,2020-09-28 00:00:00
84,2020-09-28 09:16:00,"Celltrion Pharmaceutical, Celltrion, etc.",-1,0.0,0.0,1.0,0.0,0,2020-9-28,2020-09-28 00:00:00
85,2020-09-28 09:15:00,"KOSPI, strong in individual buying... Celltrion 3 companies↑",1,0.0,0.355,0.645,0.5106,1,2020-9-28,2020-09-28 00:00:00
86,2020-09-28 09:13:00,Celltrion's three brothers are strong on the news of the merger… Celltrion Pharmaceutical 12%↑,0,0.0,0.20199999999999999,0.7979999999999999,0.5106,1,2020-9-28,2020-09-28 00:00:00
87,2020-09-28 09:13:00,Celltrion's three brothers are strong on the news of the merger… Celltrion Pharmaceutical 12%↑,0,0.0,0.20199999999999999,0.7979999999999999,0.5106,1,2020-9-28,2020-09-28 00:00:00
88,2020-09-28 17:39:00,Celltrion and Celltrion Healthcare signed a supply contract worth 252.3 billion won,-1,0.0,0.384,0.616,0.6808,1,2020-9-29,2020-09-29 00:00:00
89,2020-09-28 16:30:00,Celltrion and Celltrion Healthcare signed a supply contract worth 252.3 billion won,-1,0.0,0.384,0.616,0.6808,1,2020-9-29,2020-09-29 00:00:00
90,2020-09-28 16:22:00,Celltrion and Celltrion Healthcare signed a supply contract worth 252.3 billion won,-1,0.0,0.384,0.616,0.6808,1,2020-9-29,2020-09-29 00:00:00
91,2020-09-28 11:41:00,"Celltrion brothers, if the merger leaves the KOSDAQ index?",0,0.0,0.0,1.0,0.0,0,2020-9-28,2020-09-28 00:00:00
92,2020-09-28 11:18:00,"Celltrion's 3 brothers merger starts, shares",0,0.0,0.355,0.645,0.29600000000000004,1,2020-9-28,2020-09-28 00:00:00
93,2020-09-28 11:13:00,"Three Celltrion brothers to merge... Will the stock price be ""plus""?",0,0.0,0.0,1.0,0.0,0,2020-9-28,2020-09-28 00:00:00
94,2020-09-28 10:13:00,Will celltrion's three companies'merger announcement' increase their share price?,0,0.0,0.391,0.609,0.5423,1,2020-9-28,2020-09-28 00:00:00
95,2020-09-28 10:09:00,[Features] Celltrion's 3 brothers strengthened with news of merger promotion,1,0.0,0.259,0.741,0.4215,1,2020-9-28,2020-09-28 00:00:00
96,2020-09-28 09:33:00,Announcement of the merger of the three Celltrion brothers… 52 trillion won dinosaur pharmaceutical company birth?,-1,0.0,0.198,0.802,0.5719,1,2020-9-28,2020-09-28 00:00:00
97,2020-09-28 09:32:00,[Features] Celltrion's Three Musketeers Strengthen in 3 Companies Merger Plan,1,0.0,0.223,0.777,0.3182,1,2020-9-28,2020-09-28 00:00:00
98,2020-09-28 09:29:00,[Features] Celltrion's 3 brothers strengthened with news of merger,1,0.0,0.28600000000000003,0.7140000000000001,0.4215,1,2020-9-28,2020-09-28 00:00:00
99,2020-09-28 09:18:00,[Features] Celltrion's 3 brothers'rise' on news of merger,0,0.0,0.0,1.0,0.0,0,2020-9-28,2020-09-28 00:00:00
100,2020-09-28 08:41:00,"""The merger of the three Celltrion companies, the controversy over the workforce will end...the corporate value will increase""",0,0.0,0.22699999999999998,0.773,0.5719,1,2020-9-28,2020-09-28 00:00:00
101,2020-09-28 10:54:00,"[EDaily N] Institutional short selling top stocks in order of Samsung Electronics, Seegene, Kakao, and Celltrion ...",0,0.0,0.10099999999999999,0.899,0.2023,1,2020-9-28,2020-09-28 00:00:00
102,2020-09-28 08:50:00,"""Celltrion merger, minor shareholder approval is important""",0,0.0,0.495,0.505,0.5994,1,2020-9-28,2020-09-28 00:00:00
103,2020-09-28 08:17:00,"""Merger of three Celltrion companies …35% → 11% of Seo Jeong-jin, Celltrion Healthcare""",0,0.0,0.0,1.0,0.0,0,2020-9-28,2020-09-28 00:00:00
104,2020-09-27 17:14:00,Promoting merger of three Celltrion companies “Merger ratio to persuade minority shareholders is key”,0,0.0,0.161,0.8390000000000001,0.3612,1,2020-9-28,2020-09-28 00:00:00
105,2020-09-27 13:29:00,'Celltrion's 3 brothers merger' welcomed by shareholders... The real problem?,-1,0.223,0.198,0.579,-0.0772,0,2020-9-27,2020-09-27 00:00:00
106,2020-09-26 19:22:00,"['Pharmaceutical' Hannews] Celltrion's Challenge, As a Corona 19 Remedy and New Drug Development Company...",-1,0.0,0.098,0.902,0.0772,0,2020-9-27,2020-09-27 00:00:00
107,2020-09-26 11:01:00,[Pharmaceutical Bio Essence] Celltrion Healthcare Holding to merge with the three Celltrion companies...,-1,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
108,2020-09-25 20:34:00,Celltrion takes off the label of “putting the job” and confronts Global Big Pharma,-1,0.128,0.0,0.872,-0.2263,-1,2020-9-26,2020-09-26 00:00:00
109,2020-09-25 19:54:00,Celltrion 3 brothers merged... How the governance structure changes,0,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
110,2020-09-25 19:29:00,Merged with three Celltrion companies,0,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
111,2020-09-25 19:23:00,"'Outside and inside' of the merger of the three Celltrion brothers ""You have to open the lid to know""",0,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
112,2020-09-25 17:45:00,"""Let's face the global big pharma""...With a one-stop system from new drug development to sales [Cell Tree...",-1,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
113,2020-09-25 16:59:00,Celltrion establishes a holding company system... Promotion of merger with Celltrion Healthcare and Celltrion Pharmaceuticals,-1,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
114,2020-09-25 16:23:00,Merged with three Celltrion companies.. Established Celltrion Healthcare Holdings.,0,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
115,2020-09-25 16:17:00,"[Breaking News] Celltrion ""Merger with 3 companies by the end of next year…Establishment of Healthcare Holdings""",-1,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
116,2020-09-25 16:15:00,"[Disclosure] Announcement of plans to merge with Celltrion, Celltrion Healthcare and Celltrion Pharmaceuticals",-1,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
117,2020-09-25 16:09:00,Celltrion 3 brothers merged... Established holding company,0,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
118,2020-09-25 19:06:00,Celltrion's three general companies promote the integration of holding companies at the end of September next year...,0,0.0,0.14,0.86,0.3818,1,2020-9-26,2020-09-26 00:00:00
119,2020-09-25 18:03:00,Merged with three Celltrion companies and converted into a holding company system,0,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
120,2020-09-25 17:12:00,In the merger of the three Celltrion companies.,0,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
121,2020-09-25 17:06:00,"Announcement of the merger plan of the three Celltrion companies...""Establishment of a holding company system by the end of next year""",0,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
122,2020-09-25 16:40:00,"3 Celltrion Group companies (Celltrion, Celltrion Healthcare, and Celltrion Pharmaceutical) merged further...",-1,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
123,2020-09-25 18:52:00,The final gateway to the merger of the three Celltrion companies... Hung on ants,0,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
124,2020-09-25 18:48:00,3 Celltrion companies merged... Conversion to a holding company system,0,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
125,2020-09-25 18:06:00,'52 trillion won' countdown on Korean dinosaur pharmaceutical history Merged with 3 Celltrion companies,-1,0.0,0.23600000000000002,0.764,0.5719,1,2020-9-26,2020-09-26 00:00:00
126,2020-09-25 17:24:00,"Celltrion's three holding company system... ""The degree of management efficiency is key""",0,0.0,0.185,0.815,0.3612,1,2020-9-26,2020-09-26 00:00:00
127,2020-09-25 16:31:00,Celltrion 3 brothers merged... Establish a holding company system by the end of next year,0,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
128,2020-09-25 16:26:00,[Breaking News] Celltrion's 3 companies transition to holding company system,-1,0.0,0.0,1.0,0.0,0,2020-9-26,2020-09-26 00:00:00
129,2020-09-24 11:00:00,Pulling Celltrion and Samba and pushing the Ministry of Industry... K-Bio general manager'Avengers' is on the rise,0,0.0,0.0,1.0,0.0,0,2020-9-24,2020-09-24 00:00:00
130,2020-09-24 11:00:00,Pulling Celltrion and Samba and pushing the Ministry of Industry... K-Bio general manager'Avengers' is on the rise,0,0.0,0.0,1.0,0.0,0,2020-9-24,2020-09-24 00:00:00
131,2020-09-23 15:57:00,"Celltrion Chairman Seo Jeong-jin loses the appeals court ""Please return 13.2 billion won in donation tax""",-1,0.10800000000000001,0.282,0.61,0.5719,1,2020-9-23,2020-09-23 00:00:00
132,2020-09-23 14:22:00,Celltrion Chairman Seo Jeong-jin loses the appeal of the '13.2 billion donation tax lawsuit',-1,0.259,0.0,0.741,-0.4939,-1,2020-9-23,2020-09-23 00:00:00
133,2020-09-19 11:01:00,"[Pharmaceutical Bio Essence] Celltrion, COVID-19 antibody treatment clinical trial 2/3...",-1,0.0,0.0,1.0,0.0,0,2020-9-19,2020-09-19 00:00:00
134,2020-09-18 15:02:00,Celltrion to file for emergency approval...,0,0.342,0.0,0.6579999999999999,-0.3818,-1,2020-9-18,2020-09-18 00:00:00
135,2020-09-18 11:35:00,[EDaily N] Celltrion antibody treatment clinical phase 2 and 3 approval… “Plan to end this year...,0,0.0,0.0,1.0,0.0,0,2020-9-18,2020-09-18 00:00:00
136,2020-09-18 11:33:00,"Will Celltrion treatment be conditionally approved? Government ""home is difficult""",-1,0.188,0.21100000000000002,0.602,0.0772,0,2020-9-18,2020-09-18 00:00:00
137,2020-09-18 09:16:00,[Features] Three Celltrion companies are strong on the news of Phase 2 and 3 of COVID-19 treatment,1,0.0,0.191,0.809,0.5106,1,2020-9-18,2020-09-18 00:00:00
138,2020-09-18 08:35:00,Can Celltrion treatment be used within this year?,0,0.0,0.0,1.0,0.0,0,2020-9-18,2020-09-18 00:00:00
139,2020-09-18 07:53:00,Celltrion COVID-19 antibody treatment begins phase 2 and 3 clinical trials,0,0.0,0.0,1.0,0.0,0,2020-9-18,2020-09-18 00:00:00
140,2020-09-17 18:09:00,"[Comprehensive] Celltrion ""Corona 19 treatment phase 2 and 3 clinical trials planned to end within the year""",0,0.0,0.0,1.0,0.0,0,2020-9-18,2020-09-18 00:00:00
141,2020-09-17 17:30:00,Ministry of Food and Drug Safety approves Celltrion antibody treatment'Clinical Phase 2 and 3,0,0.0,0.355,0.645,0.6705,1,2020-9-18,2020-09-18 00:00:00
142,2020-09-17 17:07:00,Simultaneous approval for Phase 2 and 3 clinical trials of Celltrion Corona 19 antibody treatment,0,0.0,0.205,0.795,0.4767,1,2020-9-18,2020-09-18 00:00:00
143,2020-09-17 17:07:00,Simultaneous approval for Phase 2 and 3 clinical trials of Celltrion Corona 19 antibody treatment,0,0.0,0.205,0.795,0.4767,1,2020-9-18,2020-09-18 00:00:00
144,2020-09-17 17:25:00,"Celltrion, approved for Phase 2 and 3 clinical trials for COVID-19 antibody treatment (comprehensive)",0,0.0,0.203,0.797,0.4215,1,2020-9-18,2020-09-18 00:00:00
145,2020-09-17 17:18:00,Celltrion Approved Phase 2 and 3 Clinical Trials for Corona 19 Antibody Treatment (Breaking News),-1,0.0,0.18899999999999997,0.8109999999999999,0.4215,1,2020-9-18,2020-09-18 00:00:00
146,2020-09-17 05:11:00,"Celltrion begins production of 90,000 antibody treatments... ""Expecting emergency approval within the year""",0,0.156,0.18600000000000003,0.659,0.128,1,2020-9-17,2020-09-17 00:00:00
147,2020-09-16 17:42:00,"Celltrion ""Began producing 90,000 corona drugs""",0,0.0,0.0,1.0,0.0,0,2020-9-17,2020-09-17 00:00:00
148,2020-09-16 17:37:00,"[World Knowledge Forum] ""When will the corona end?""... Seo Jeong-jin, Chairman of Celltrion, ""As soon as possible...",0,0.0,0.0,1.0,0.0,0,2020-9-17,2020-09-17 00:00:00
149,2020-09-15 18:55:00,"Today's characteristic note from Talam... Hanwha Solution, Seegene, Celltrion, Osstem",0,0.0,0.204,0.7959999999999999,0.3182,1,2020-9-16,2020-09-16 00:00:00
