Date,EngTitle,posneg,neg,pos,neu,compound,vader_pred
2020-10-29 10:16:00,"[Naver Concall] “Aim for 2 million plus subscribers, pay synergy”",-1,0.149,0.0,0.851,-0.1027,-1
2020-10-29 09:21:00,"Kospi, 1% decline in US stock market crash... 'Room Performance' Naver↑",0,0.0,0.0,1.0,0.0,0
2020-10-29 09:18:00,"10 companies with excellent gender equality including Naver, Kakao and Citibank",0,0.0,0.27,0.73,0.5719,1
2020-10-29 08:40:00,"[Disclosure] Naver, 3Q operating profit of 2917 billion won 1.8% increase over the previous year",-1,0.0,0.426,0.574,0.836,1
2020-10-29 08:16:00,"Naver, 3Q operating profit of 2917 billion won... 1.8% ↑",-1,0.0,0.266,0.734,0.4404,1
2020-10-29 08:13:00,"Naver's third quarter operating profit of 29.17 billion won, an increase of 1.8% year-on-year",-1,0.0,0.447,0.553,0.836,1
2020-10-29 08:13:00,"Naver's third quarter operating profit of 29.17 billion won, an increase of 1.8% year-on-year",-1,0.0,0.447,0.553,0.836,1
2020-10-29 08:29:00,"'Untact Captain' Naver, the best performance ever even if the line goes out",1,0.0,0.259,0.741,0.6369,1
2020-10-29 08:27:00,"Naver actually surpassed '2 trillion in quarterly sales'..Commerce, content, and cloud",0,0.0,0.0,1.0,0.0,0
2020-10-29 08:24:00,Commerce·Fintech·Content “Fly”… Naver's highest record in the third quarter [spec...,1,0.0,0.0,1.0,0.0,0
2020-10-29 08:29:00,"'Untact Captain' Naver, the best performance ever even if the line goes out",1,0.0,0.259,0.741,0.6369,1
2020-10-29 08:18:00,"Naver, 3Q operating profit of 2917 billion... 1.8% year-on-year↑",-1,0.0,0.266,0.734,0.4404,1
2020-10-29 08:10:00,"[Breaking News] Naver, 3Q sales of 1.36 trillion won ... 24.2% ↑",-1,0.0,0.27,0.73,0.5719,1
2020-10-29 08:07:00,"[Breaking News] Naver, 3Q sales of 1.36 trillion... All-time high",-1,0.0,0.0,1.0,0.0,0
2020-10-29 04:56:00,No “manipulation of search results” like Naver… The Fair Trade Commission promotes legal amendment,-1,0.111,0.437,0.452,0.6705,1
2020-10-28 18:10:00,Naver and Kakao are starting to rebound again.,1,0.0,0.0,1.0,0.0,0
2020-10-28 14:38:00,[Featured Stock] Naver Kakao's'Strengthen' with higher earnings expectations,1,0.0,0.0,1.0,0.0,0
2020-10-28 11:43:00,"Naver, who goes into everyday life Will we record '2 trillion in sales' in the third quarter despite the recession?",-1,0.0,0.109,0.891,0.3252,1
2020-10-28 11:23:00,The law applies to Naver and Kakao,0,0.0,0.0,1.0,0.0,0
2020-10-28 11:01:00,"""Naver real estate false sale? Now manage in real time""",0,0.0,0.0,1.0,0.0,0
2020-10-28 09:56:00,Prevents “search manipulation” like Naver… The Fair Trade Commission promotes legal amendment,-1,0.0,0.588,0.412,0.7906,1
2020-10-27 13:08:00,Naver is also subject to the gold law... up to 50% of penalty loans for incomplete sales,0,0.158,0.0,0.842,-0.4588,-1
2020-10-27 12:00:00,50% penalty penalty for incomplete sales of Naver and Kakao,0,0.429,0.0,0.571,-0.7184,-1
2020-10-27 12:00:00,50% penalty penalty for incomplete sales of Naver and Kakao,0,0.429,0.0,0.571,-0.7184,-1
2020-10-27 11:30:00,CJ and Naver'Alliance'… Securities market “financial and business “win-win” effect”,1,0.0,0.196,0.804,0.296,1
2020-10-27 09:55:00,“Financial and business double effect ↑” to CJ and Naver who joined hands,0,0.0,0.0,1.0,0.0,0
2020-10-27 09:43:00,CJ-Naver signed a strategic business alliance in the content and logistics sector,0,0.0,0.0,1.0,0.0,0
2020-10-27 08:40:00,CJ-Naver expects content creation cooperation through stake exchange-Samsung,0,0.0,0.231,0.769,0.2732,1
2020-10-27 10:23:00,"[Features] Kakao and NAVER, strong after 4 trading days",1,0.0,0.32,0.68,0.5106,1
2020-10-27 09:12:00,[Table] Application details of KOSPI treasury stock including NAVER (27th),0,0.0,0.167,0.833,0.2023,1
2020-10-27 08:49:00,"NAVER, shopping platform advancement and content enhancement... 'Strong Buy'-KTB",1,0.0,0.292,0.708,0.5106,1
2020-10-27 08:47:00,"[Hot-Line] ""CJ Korea Express, shares exchange positive with NAVER""",0,0.0,0.453,0.547,0.7003,1
2020-10-27 08:39:00,"CJ Logistics, partnership with Naver... ""Better than M&A""-Shinyoung",1,0.0,0.293,0.707,0.4404,1
2020-10-27 08:15:00,Studio Dragon expects synergy with Naver-instead,-1,0.0,0.0,1.0,0.0,0
2020-10-27 07:52:00,"[Click e-event] ""Studio Dragon, cooperation with Naver... looking forward to synergy""",-1,0.0,0.0,1.0,0.0,0
2020-10-27 04:03:00,Naver Financial to “Eliminate Financial Blind Spots” Easy Small Business Loan,0,0.185,0.199,0.616,0.0516,0
2020-10-26 20:23:00,"Strengthening future competitiveness in partnership with CJ and Naver... Culture·Logistics, Platform·eCommerce...",1,0.0,0.242,0.758,0.4939,1
2020-10-26 19:25:00,"CJ, Naver and 600 billion won stock exchange... Strategic Contents Logistics ...",-1,0.0,0.252,0.748,0.5719,1
2020-10-26 17:49:00,'Distribution Dinosaur' CJ + Naver alliance sortie... 600 billion stock exchange,-1,0.0,0.0,1.0,0.0,0
2020-10-26 17:49:00,'Distribution Dinosaur' CJ + Naver alliance sortie... 600 billion stock exchange,-1,0.0,0.0,1.0,0.0,0
2020-10-26 17:36:00,CJ signed a strategic business alliance with Naver in the field of content and logistics,0,0.0,0.0,1.0,0.0,0
2020-10-26 17:31:00,CJ-Naver exchanges 600 billion won worth of stocks... All-round e-commerce and content negotiations...,-1,0.0,0.337,0.663,0.6808,1
2020-10-26 17:30:00,CJ-Naver 600 billion shares exchange... Create the big picture of logistics and content,-1,0.0,0.281,0.719,0.5106,1
2020-10-26 18:45:00,Naver and CJ joined hands... All-round cooperation of e-commerce and contents,0,0.0,0.0,1.0,0.0,0
2020-10-26 18:27:00,600 billion won stake exchange...CJ-Naver alliance'Korean version of Marvel',-1,0.0,0.481,0.519,0.7579,1
2020-10-26 17:55:00,Naver-CJ contents and logistics alliance... Exchange of 600 billion shares,-1,0.0,0.196,0.804,0.296,1
2020-10-26 10:40:00,'CJ-Naver' held the board meeting today Stock swap decision,0,0.0,0.0,1.0,0.0,0
2020-10-26 09:41:00,'CJ-Naver holding hands' held today's board meeting Stock exchange decision,0,0.0,0.0,1.0,0.0,0
2020-10-26 18:44:00,CJ Logistics acquires 0.64% stake in Naver,0,0.0,0.0,1.0,0.0,0
2020-10-26 18:18:00,Studio Dragon exchanges 150 billion won worth of stock with Naver,-1,0.0,0.384,0.616,0.6808,1
2020-10-26 18:05:00,CJ ENM exchanges 150 billion won worth of shares with Naver,-1,0.0,0.494,0.506,0.7783,1
2020-10-26 17:32:00,"Naver, CJ and CJ have mixed blood...",0,0.0,0.0,1.0,0.0,0
2020-10-26 17:27:00,600 billion won big deal with Naver and CJ Group “Enhancing Global Competitiveness” (Comprehensive),-1,0.0,0.222,0.778,0.5719,1
2020-10-26 17:30:00,"'CJ-Naver Blood Alliance'... A collaboration between Jaehyun Lee and Haejin Lee, meeting twice",0,0.0,0.0,1.0,0.0,0
2020-10-26 17:21:00,"Naver, 600 billion big deal with CJ Group “Strengthening Global Competitiveness” (1st report)",1,0.0,0.0,1.0,0.0,0
2020-10-26 17:19:00,CJ Logistics acquires 1.55 million shares of Naver for 300 billion won,-1,0.0,0.371,0.629,0.7096,1
2020-10-26 17:11:00,Naver “Acquisition of 300 billion won worth of shares in CJ Logistics...,-1,0.0,0.464,0.536,0.7783,1
2020-10-26 17:16:00,[Disclosure] Naver decides to dispose of treasury stock worth 600 billion won,-1,0.0,0.451,0.549,0.7506,1
2020-10-26 16:19:00,"Samsung Seoul Hospital, non-face-to-face medical consultation with Naver chatbot",0,0.0,0.0,1.0,0.0,0
2020-10-26 10:33:00,"Seoul National University Dentistry, Naver Weilo Edutech strengthened",1,0.0,0.286,0.714,0.4215,1
2020-10-23 17:31:00,Stock broadcast'Stock Kiss' opens channel on Naver Audio Clip,0,0.0,0.259,0.741,0.4215,1
2020-10-23 17:20:00,FHI Korea launches'Marseille' live on Naver Shopping,-1,0.0,0.0,1.0,0.0,0
2020-10-23 15:09:00,“Prevent gift voucher finance”… Naver Pay Point Conversion Suspension Sustained,0,0.114,0.236,0.65,0.3612,1
2020-10-23 11:30:00,"Naver and Kakao,'Rabang' in advance... Distribution industry ""Are I shaking?""",0,0.0,0.0,1.0,0.0,0
2020-10-29 08:13:00,"Naver's third quarter operating profit of 29.17 billion won, an increase of 1.8% year-on-year",-1,0.0,0.447,0.553,0.836,1
2020-10-29 08:10:00,"[Breaking News] Naver, 3Q sales of 1.36 trillion won ... 24.2% ↑",-1,0.0,0.27,0.73,0.5719,1
2020-10-29 08:07:00,"[Breaking News] Naver, 3Q sales of 1.36 trillion... All-time high",-1,0.0,0.0,1.0,0.0,0
2020-10-29 04:56:00,No “manipulation of search results” like Naver… The Fair Trade Commission promotes legal amendment,-1,0.111,0.437,0.452,0.6705,1
2020-10-28 18:10:00,Naver and Kakao are starting to rebound again.,1,0.0,0.0,1.0,0.0,0
2020-10-28 14:38:00,[Featured Stock] Naver Kakao's'Strengthen' with higher earnings expectations,1,0.0,0.0,1.0,0.0,0
2020-10-28 11:43:00,"Naver, who goes into everyday life Will we record '2 trillion in sales' in the third quarter despite the recession?",-1,0.0,0.109,0.891,0.3252,1
2020-10-28 11:23:00,The law applies to Naver and Kakao,0,0.0,0.0,1.0,0.0,0
2020-10-28 11:01:00,"""Naver real estate false sale? Now manage in real time""",0,0.0,0.0,1.0,0.0,0
2020-10-28 09:56:00,Prevents “search manipulation” like Naver… The Fair Trade Commission promotes legal amendment,-1,0.0,0.588,0.412,0.7906,1
2020-10-27 13:08:00,Naver is also subject to the gold law... up to 50% of penalty loans for incomplete sales,0,0.158,0.0,0.842,-0.4588,-1
2020-10-27 12:00:00,50% penalty penalty for incomplete sales of Naver and Kakao,0,0.429,0.0,0.571,-0.7184,-1
2020-10-27 12:00:00,50% penalty penalty for incomplete sales of Naver and Kakao,0,0.429,0.0,0.571,-0.7184,-1
2020-10-27 11:30:00,CJ and Naver'Alliance'… Securities market “financial and business “win-win” effect”,1,0.0,0.196,0.804,0.296,1
2020-10-27 09:55:00,“Financial and business double effect ↑” to CJ and Naver who joined hands,0,0.0,0.0,1.0,0.0,0
2020-10-27 09:43:00,CJ-Naver signed a strategic business alliance in the content and logistics sector,0,0.0,0.0,1.0,0.0,0
2020-10-27 08:40:00,CJ-Naver expects content creation cooperation through stake exchange-Samsung,0,0.0,0.231,0.769,0.2732,1
2020-10-27 10:23:00,"[Features] Kakao and NAVER, strong after 4 trading days",1,0.0,0.32,0.68,0.5106,1
2020-10-27 09:12:00,[Table] Application details of KOSPI treasury stock including NAVER (27th),0,0.0,0.167,0.833,0.2023,1
2020-10-27 08:49:00,"NAVER, shopping platform advancement and content enhancement... 'Strong Buy'-KTB",1,0.0,0.292,0.708,0.5106,1
2020-10-27 08:47:00,"[Hot-Line] ""CJ Korea Express, shares exchange positive with NAVER""",0,0.0,0.453,0.547,0.7003,1
2020-10-27 08:39:00,"CJ Logistics, partnership with Naver... ""Better than M&A""-Shinyoung",1,0.0,0.293,0.707,0.4404,1
2020-10-27 08:15:00,Studio Dragon expects synergy with Naver-instead,-1,0.0,0.0,1.0,0.0,0
2020-10-27 07:52:00,"[Click e-event] ""Studio Dragon, cooperation with Naver... looking forward to synergy""",-1,0.0,0.0,1.0,0.0,0
2020-10-27 04:03:00,Naver Financial to “Eliminate Financial Blind Spots” Easy Small Business Loan,0,0.185,0.199,0.616,0.0516,0
2020-10-26 20:23:00,"Strengthening future competitiveness in partnership with CJ and Naver... Culture·Logistics, Platform·eCommerce...",1,0.0,0.242,0.758,0.4939,1
2020-10-26 19:25:00,"CJ, Naver and 600 billion won stock exchange... Strategic Contents Logistics ...",-1,0.0,0.252,0.748,0.5719,1
2020-10-26 17:49:00,'Distribution Dinosaur' CJ + Naver alliance sortie... 600 billion stock exchange,-1,0.0,0.0,1.0,0.0,0
2020-10-26 17:49:00,'Distribution Dinosaur' CJ + Naver alliance sortie... 600 billion stock exchange,-1,0.0,0.0,1.0,0.0,0
2020-10-26 17:36:00,CJ signed a strategic business alliance with Naver in the field of content and logistics,0,0.0,0.0,1.0,0.0,0
2020-10-26 17:31:00,CJ-Naver exchanges 600 billion won worth of stocks... All-round e-commerce and content negotiations...,-1,0.0,0.337,0.663,0.6808,1
2020-10-26 17:30:00,CJ-Naver 600 billion shares exchange... Create the big picture of logistics and content,-1,0.0,0.281,0.719,0.5106,1
2020-10-27 08:40:00,CJ-Naver expects content creation cooperation through stake exchange-Samsung,0,0.0,0.231,0.769,0.2732,1
2020-10-27 08:39:00,"CJ Logistics, partnership with Naver... ""Better than M&A""-Shinyoung",1,0.0,0.293,0.707,0.4404,1
2020-10-27 08:15:00,Studio Dragon expects synergy with Naver-instead,-1,0.0,0.0,1.0,0.0,0
2020-10-27 07:52:00,"[Click e-event] ""Studio Dragon, cooperation with Naver... looking forward to synergy""",-1,0.0,0.0,1.0,0.0,0
2020-10-27 04:03:00,Naver Financial to “Eliminate Financial Blind Spots” Easy Small Business Loan,0,0.185,0.199,0.616,0.0516,0
2020-10-26 20:23:00,"Strengthening future competitiveness in partnership with CJ and Naver... Culture·Logistics, Platform·eCommerce...",1,0.0,0.242,0.758,0.4939,1
2020-10-26 19:25:00,"CJ, Naver and 600 billion won stock exchange... Strategic Contents Logistics ...",-1,0.0,0.252,0.748,0.5719,1
2020-10-26 17:49:00,'Distribution Dinosaur' CJ + Naver alliance sortie... 600 billion stock exchange,-1,0.0,0.0,1.0,0.0,0
2020-10-26 17:49:00,'Distribution Dinosaur' CJ + Naver alliance sortie... 600 billion stock exchange,-1,0.0,0.0,1.0,0.0,0
2020-10-26 17:36:00,CJ signed a strategic business alliance with Naver in the field of content and logistics,0,0.0,0.0,1.0,0.0,0
2020-10-26 17:31:00,CJ-Naver exchanges 600 billion won worth of stocks... All-round e-commerce and content negotiations...,-1,0.0,0.337,0.663,0.6808,1
2020-10-26 17:30:00,CJ-Naver 600 billion shares exchange... Create the big picture of logistics and content,-1,0.0,0.281,0.719,0.5106,1
2020-10-26 18:45:00,Naver and CJ joined hands... All-round cooperation of e-commerce and contents,0,0.0,0.0,1.0,0.0,0
2020-10-26 18:27:00,600 billion won stake exchange...CJ-Naver alliance'Korean version of Marvel',-1,0.0,0.481,0.519,0.7579,1
2020-10-26 17:55:00,Naver-CJ contents and logistics alliance... Exchange of 600 billion shares,-1,0.0,0.196,0.804,0.296,1
2020-10-26 10:40:00,'CJ-Naver' held the board meeting today Stock swap decision,0,0.0,0.0,1.0,0.0,0
2020-10-26 09:41:00,'CJ-Naver holding hands' held today's board meeting Stock exchange decision,0,0.0,0.0,1.0,0.0,0
2020-10-26 18:44:00,CJ Logistics acquires 0.64% stake in Naver,0,0.0,0.0,1.0,0.0,0
2020-10-26 18:18:00,Studio Dragon exchanges 150 billion won worth of stock with Naver,-1,0.0,0.384,0.616,0.6808,1
2020-10-26 18:05:00,CJ ENM exchanges 150 billion won worth of shares with Naver,-1,0.0,0.494,0.506,0.7783,1
2020-10-26 17:32:00,"Naver, CJ and CJ have mixed blood...",0,0.0,0.0,1.0,0.0,0
2020-10-26 17:27:00,600 billion won big deal with Naver and CJ Group “Enhancing Global Competitiveness” (Comprehensive),-1,0.0,0.222,0.778,0.5719,1
2020-10-26 18:18:00,Studio Dragon exchanges 150 billion won worth of stock with Naver,-1,0.0,0.384,0.616,0.6808,1
2020-10-26 18:05:00,CJ ENM exchanges 150 billion won worth of shares with Naver,-1,0.0,0.494,0.506,0.7783,1
2020-10-26 17:55:00,Naver-CJ contents and logistics alliance... Exchange of 600 billion shares,-1,0.0,0.196,0.804,0.296,1
2020-10-26 10:40:00,'CJ-Naver' held the board meeting today Stock swap decision,0,0.0,0.0,1.0,0.0,0
2020-10-26 09:41:00,'CJ-Naver holding hands' held today's board meeting Stock exchange decision,0,0.0,0.0,1.0,0.0,0
2020-10-26 17:49:00,'Distribution Dinosaur' CJ + Naver alliance sortie... 600 billion stock exchange,-1,0.0,0.0,1.0,0.0,0
2020-10-26 17:49:00,'Distribution Dinosaur' CJ + Naver alliance sortie... 600 billion stock exchange,-1,0.0,0.0,1.0,0.0,0
2020-10-26 17:36:00,CJ signed a strategic business alliance with Naver in the field of content and logistics,0,0.0,0.0,1.0,0.0,0
2020-10-26 17:31:00,CJ-Naver exchanges 600 billion won worth of stocks... All-round e-commerce and content negotiations...,-1,0.0,0.337,0.663,0.6808,1
2020-10-26 17:30:00,CJ-Naver 600 billion shares exchange... Create the big picture of logistics and content,-1,0.0,0.281,0.719,0.5106,1
2020-10-26 17:32:00,"Naver, CJ and CJ have mixed blood...",0,0.0,0.0,1.0,0.0,0
2020-10-26 17:27:00,600 billion won big deal with Naver and CJ Group “Enhancing Global Competitiveness” (Comprehensive),-1,0.0,0.222,0.778,0.5719,1
2020-10-26 17:30:00,CJ-Naver 600 billion shares exchange... Create the big picture of logistics and content,-1,0.0,0.281,0.719,0.5106,1
2020-10-26 17:21:00,"Naver, 600 billion big deal with CJ Group “Strengthening Global Competitiveness” (1st report)",1,0.0,0.0,1.0,0.0,0
2020-10-26 17:19:00,CJ Logistics acquires 1.55 million shares of Naver for 300 billion won,-1,0.0,0.371,0.629,0.7096,1
2020-10-26 17:11:00,Naver “Acquisition of 300 billion won worth of shares in CJ Logistics...,-1,0.0,0.464,0.536,0.7783,1
2020-10-26 17:16:00,[Disclosure] Naver decides to dispose of treasury stock worth 600 billion won,-1,0.0,0.451,0.549,0.7506,1
2020-10-26 16:19:00,"Samsung Seoul Hospital, non-face-to-face medical consultation with Naver chatbot",0,0.0,0.0,1.0,0.0,0
2020-10-26 17:27:00,600 billion won big deal with Naver and CJ Group “Enhancing Global Competitiveness” (Comprehensive),-1,0.0,0.222,0.778,0.5719,1
2020-10-26 17:21:00,"Naver, 600 billion big deal with CJ Group “Strengthening Global Competitiveness” (1st report)",1,0.0,0.0,1.0,0.0,0
2020-10-26 17:19:00,CJ Logistics acquires 1.55 million shares of Naver for 300 billion won,-1,0.0,0.371,0.629,0.7096,1
2020-10-26 17:11:00,Naver “Acquisition of 300 billion won worth of shares in CJ Logistics...,-1,0.0,0.464,0.536,0.7783,1
2020-10-26 17:16:00,[Disclosure] Naver decides to dispose of treasury stock worth 600 billion won,-1,0.0,0.451,0.549,0.7506,1
2020-10-26 16:19:00,"Samsung Seoul Hospital, non-face-to-face medical consultation with Naver chatbot",0,0.0,0.0,1.0,0.0,0
2020-10-26 10:40:00,'CJ-Naver' held the board meeting today Stock swap decision,0,0.0,0.0,1.0,0.0,0
2020-10-26 09:41:00,'CJ-Naver holding hands' held today's board meeting Stock exchange decision,0,0.0,0.0,1.0,0.0,0
2020-10-26 10:33:00,"Seoul National University Dentistry, Naver Weilo Edutech strengthened",1,0.0,0.286,0.714,0.4215,1
2020-10-23 17:31:00,Stock broadcast'Stock Kiss' opens channel on Naver Audio Clip,0,0.0,0.259,0.741,0.4215,1
2020-10-23 17:20:00,FHI Korea launches'Marseille' live on Naver Shopping,-1,0.0,0.0,1.0,0.0,0
2020-10-23 15:09:00,“Prevent gift voucher finance”… Naver Pay Point Conversion Suspension Sustained,0,0.114,0.236,0.65,0.3612,1
2020-10-23 17:20:00,FHI Korea launches'Marseille' live on Naver Shopping,-1,0.0,0.0,1.0,0.0,0
2020-10-23 15:09:00,“Prevent gift voucher finance”… Naver Pay Point Conversion Suspension Sustained,0,0.114,0.236,0.65,0.3612,1
2020-10-23 11:30:00,"Naver and Kakao,'Rabang' in advance... Distribution industry ""Are I shaking?""",0,0.0,0.0,1.0,0.0,0
2020-10-23 10:25:00,"Tmonet Transportation Pay Point, Naver Pay Point Conversion Use",0,0.286,0.0,0.714,-0.2023,-1
2020-10-23 09:54:00,"Tmonet, specialized in mobility payment, opened transportation pay → Naver Pay conversion service",0,0.219,0.0,0.781,-0.2023,-1
2020-10-23 09:51:00,Naver's'Most Viewed News' Into the History... Strengthening Subscriptions by Media Companies,1,0.0,0.242,0.758,0.4939,1
2020-10-23 09:46:00,Naver's “most viewed ranking news” disappeared,-1,0.275,0.0,0.725,-0.2263,-1
2020-10-22 17:21:00,"Small and medium-sized merchants who received Naver digital education, ""Shopping live transaction amount increased by 63 times""",0,0.0,0.116,0.884,0.2732,1
2020-10-22 16:58:00,Happy Talk and Naver Smart Store also reinforced the function of linking order information at a glance.,0,0.0,0.314,0.686,0.7506,1
2020-10-22 16:45:00,Naver CEO Han Sung-sook “different opinions on sanctions by the Fair Trade Commission”...,-1,0.0,0.161,0.839,0.3182,1
2020-10-22 11:27:00,[Zoom in Leaders Club] Naver became “normal”… 3Q earnings expectations,0,0.0,0.0,1.0,0.0,0
2020-10-22 09:55:00,"[Zoom in Leaders Club] Naver, which has become a daily life, forecasts good performance in the third quarter",1,0.0,0.153,0.847,0.4404,1
2020-10-22 11:27:00,[Zoom in Leaders Club] Naver became “normal”… 3Q earnings expectations,0,0.0,0.0,1.0,0.0,0
2020-10-22 09:55:00,"[Zoom in Leaders Club] Naver, which has become a daily life, forecasts good performance in the third quarter",1,0.0,0.153,0.847,0.4404,1
2020-10-22 10:19:00,"'Online' life and death case, Cha Suk-yong's special command ""Respond with Naver's dedicated organization""",0,0.189,0.277,0.534,0.2023,1
2020-10-22 09:01:00,[Preview gukgam] Naver search operation Thomas Wi...,0,0.0,0.0,1.0,0.0,0
2020-10-21 23:32:00,"""The number of copies is small now""... Donghak ants start Naver and Kakao'stop loss'",-1,0.147,0.083,0.769,-0.25,-1
2020-10-21 18:23:00,"Casamia,'Naver Brand Day' held... Up to 50% off",0,0.0,0.0,1.0,0.0,0
2020-10-21 15:46:00,Casamia “Naver Brand Day”… Discount on popular products,1,0.0,0.286,0.714,0.4215,1
2020-10-21 08:28:00,"Casamia,'Naver Brand Day'... Up to 50% off",0,0.0,0.0,1.0,0.0,0
2020-10-21 16:17:00,"Same as mobile... Naver, PC screen'Blog Cafe' tab integration",0,0.0,0.0,1.0,0.0,0
2020-10-21 08:52:00,Coop Panties ranked No. 1 in Naver Shopping Weekly Sales in a Week,0,0.18,0.0,0.82,-0.296,-1
2020-10-20 16:22:00,"MPAC Plus'Jelly Farm', Naver Shopping Live... Full-scale sales of masks",0,0.0,0.0,1.0,0.0,0
2020-10-20 16:12:00,"'Ai that reads books', Clova lighting, promoted at Naver Shopping",0,0.0,0.237,0.763,0.4215,1
2020-10-20 14:25:00,"Naver Line, Thai mobile banking “Line BK”… Techpin",0,0.0,0.0,1.0,0.0,0
2020-10-20 16:22:00,"MPAC Plus'Jelly Farm', Naver Shopping Live... Full-scale sales of masks",0,0.0,0.0,1.0,0.0,0
2020-10-20 16:12:00,"'Ai that reads books', Clova lighting, promoted at Naver Shopping",0,0.0,0.237,0.763,0.4215,1
2020-10-20 14:25:00,"Naver Line, Thai mobile banking “Line BK”… Techpin",0,0.0,0.0,1.0,0.0,0
2020-10-20 11:59:00,"Naver ""Smart Store Transactions Increased Every Year""",0,0.0,0.49,0.51,0.5859,1
2020-10-20 10:36:00,Naver is a big hand in technology investment... discovering robotics startups,0,0.0,0.262,0.738,0.4939,1
2020-10-20 10:01:00,Encar.com and Naver MY CAR to provide market prices for used cars,0,0.0,0.0,1.0,0.0,0
2020-10-20 06:30:00,"""I changed both the messenger and the cloud""...子Company Mission Naver to organize traffic",-1,0.0,0.0,1.0,0.0,0
2020-10-19 18:29:00,"Naver 3 years growth point system.. 20 billion won support for 80,000 small business owners",-1,0.0,0.45,0.55,0.8402,1
2020-10-19 11:15:00,"Naver provided 20 billion won to 80,000 founders for three years",-1,0.0,0.27,0.73,0.5719,1
2020-10-19 10:24:00,"Naver provides 20 billion won in marketing expenses to 80,000 early founders",-1,0.0,0.252,0.748,0.5719,1
2020-10-19 10:15:00,"Naver provides 20 billion won for 3 years to 80,000 early founders",-1,0.0,0.27,0.73,0.5719,1
2020-10-19 14:31:00,"Naver's'Slack' renamed to Naver Works... ""To capture the domestic B2B market""",-1,0.0,0.0,1.0,0.0,0
2020-10-19 13:55:00,Lineworks → Naverworks supports mobile collaboration,0,0.0,0.385,0.615,0.3612,1
2020-10-19 11:56:00,"'Lineworks' swept in Japan, renamed'Naverworks' and targeting the domestic market",0,0.0,0.0,1.0,0.0,0
2020-10-19 10:50:00,'Lineworks' →'Naverworks' rebranding Correspondence to Kakao Walk?,0,0.0,0.0,1.0,0.0,0
2020-10-19 09:11:00,"[Industry attack] Untact, 5G communication equipment, NAVER",0,0.0,0.0,1.0,0.0,0
2020-10-19 11:56:00,"'Lineworks' swept in Japan, renamed'Naverworks' and targeting the domestic market",0,0.0,0.0,1.0,0.0,0
2020-10-19 10:50:00,'Lineworks' →'Naverworks' rebranding Correspondence to Kakao Walk?,0,0.0,0.0,1.0,0.0,0
